,사업자등록번호,데이터수집일자,조사년도,재무보고서구분코드,재무보고서명칭,매출액_재무제표계정과목금액,매출액_비율,매출액_증감율,영업이익_재무제표계정과목금액,영업이익_비율,영업이익_증감율,당기순이익_재무제표계정과목금액,당기순이익_비율,당기순이익_증감율
69976,5108109470,20220406.0,2019.0,2.0,손익계산서,3837010.0,100.0,-59.4,209992.0,5.47,-30.03,78610.0,2.05,-58.87
69979,5108109470,20220406.0,2018.0,2.0,손익계산서,9451804.0,100.0,43.09,300111.0,3.18,71.03,191114.0,2.02,16.8
69982,5108109470,20220406.0,2017.0,2.0,손익계산서,6605594.0,100.0,9999.99,175468.0,2.66,9999.99,163624.0,2.48,9999.99
69985,5268109471,20220324.0,2020.0,2.0,손익계산서,-inf,-inf,-inf,-267214.0,9999.99,-584.6,-265967.0,9999.99,-583.35
69987,5268109471,20220324.0,2019.0,2.0,손익계산서,-inf,-inf,-inf,-39032.0,9999.99,9999.99,-38921.0,9999.99,9999.99
69989,5378709472,20220225.0,2020.0,2.0,손익계산서,371177.0,100.0,9999.99,2008.0,0.54,9999.99,481.0,0.13,9999.99
69994,6938609475,20220308.0,2018.0,2.0,손익계산서,3448293.0,100.0,56.79,115898.0,3.36,-119.52,64418.0,1.87,-98.73
69997,6938609475,20220308.0,2017.0,2.0,손익계산서,2199347.0,100.0,-40.18,-593856.0,-27.0,-16.96,5088223.0,231.35,-178.47
70000,1200109476,20220218.0,2018.0,2.0,손익계산서,588042.0,100.0,16.14,-73826.0,-12.55,32.12,-106920.0,-18.18,20.22
70003,1200109476,20220218.0,2017.0,2.0,손익계산서,506307.0,100.0,-21.24,-55880.0,-11.04,-16.43,-88937.0,-17.57,-9.68
70009,2158609477,20220218.0,2020.0,2.0,손익계산서,12841465.0,100.0,-35.25,-2100371.0,-16.36,-358.35,-5421801.0,-42.22,-1794.19
70012,2158609477,20220218.0,2019.0,2.0,손익계산서,19832891.0,100.0,30.7,813010.0,4.1,466.89,320023.0,1.61,2497.59
70015,2158609477,20220218.0,2018.0,2.0,손익계산서,15174691.0,100.0,-7.16,143415.0,0.95,-183.0,12320.0,0.08,-103.45
70018,2158609477,20220218.0,2017.0,2.0,손익계산서,16344486.0,100.0,29.67,-172795.0,-1.06,-152.15,-357362.0,-2.19,-543.11
70021,2210609478,20220307.0,2019.0,2.0,손익계산서,502471.0,100.0,9999.99,36977.0,7.36,9999.99,26065.0,5.19,9999.99
70024,2210609478,20220307.0,2020.0,2.0,손익계산서,469049.0,100.0,-6.65,42207.0,9.0,14.14,33227.0,7.08,27.48
70031,1048609479,20220303.0,2020.0,2.0,손익계산서,427500.0,100.0,9999.99,332268.0,77.72,253.17,1164592.0,272.42,-11.46
70034,1048609479,20220303.0,2019.0,2.0,손익계산서,-inf,-inf,-inf,-216931.0,9999.99,-854.6,1315341.0,9999.99,41.63
70036,1048609479,20220303.0,2018.0,2.0,손익계산서,668894.0,100.0,115.98,28748.0,4.3,-104.01,928684.0,138.84,235.76
70039,1048609479,20220303.0,2017.0,2.0,손익계산서,309706.0,100.0,4741.43,-716166.0,-231.24,386.32,276593.0,89.31,-47.07
70042,1058609480,20220225.0,2020.0,2.0,손익계산서,282416.0,100.0,-42.35,-88377.0,-31.29,-1462.37,-82873.0,-29.34,-473.74
70045,1058609480,20220225.0,2019.0,2.0,손익계산서,489875.0,100.0,-21.95,6487.0,1.32,-64.79,22174.0,4.53,-7.8
70048,1058609480,20220225.0,2018.0,2.0,손익계산서,627661.0,100.0,-5.6,18422.0,2.94,-59.32,24051.0,3.83,-56.61
70051,1058609480,20220225.0,2017.0,2.0,손익계산서,664917.0,100.0,-10.5,45287.0,6.81,-29.41,55434.0,8.34,-9.15
70055,2078109482,20210915.0,2016.0,2.0,손익계산서,1125845.0,100.0,-25.62,94280.0,8.37,-454.46,89121.0,7.92,-446.79
70056,2078109482,20210915.0,2017.0,2.0,손익계산서,674221.0,100.0,-40.11,-10522.0,-1.56,-111.16,1627.0,0.24,-98.17
70058,2078109482,20210915.0,2019.0,2.0,손익계산서,548672.0,100.0,-36.21,22906.0,4.17,-73.42,22665.0,4.13,-71.26
70059,2078109482,20210915.0,2020.0,2.0,손익계산서,635156.0,100.0,15.76,81113.0,12.77,254.11,74377.0,11.71,228.16
70073,2208109483,20211117.0,2017.0,2.0,손익계산서,487053.0,100.0,-42.95,36349.0,7.46,-52.83,23037.0,4.73,-28.3
70076,2208109483,20211117.0,2018.0,2.0,손익계산서,506972.0,100.0,4.09,70999.0,14.0,95.33,23879.0,4.71,3.65
70079,3058109484,20220315.0,2020.0,2.0,손익계산서,20641715.0,100.0,-23.32,893933.0,4.33,-16.56,837567.0,4.06,-7.19
70082,3058109484,20220315.0,2019.0,2.0,손익계산서,26919826.0,100.0,90.84,1071408.0,3.98,18.68,902499.0,3.35,-4.08
70085,3058109484,20220315.0,2018.0,2.0,손익계산서,14105706.0,100.0,33.64,902763.0,6.4,57.01,940867.0,6.67,78.26
70092,5118109486,20220408.0,2020.0,2.0,손익계산서,1282373.0,100.0,30.8,18972.0,1.48,-88.79,42627.0,3.32,-78.5
70095,5118109486,20220408.0,2019.0,2.0,손익계산서,980389.0,100.0,245.69,169236.0,17.26,188.59,198242.0,20.22,209.47
70098,5118109486,20220408.0,2018.0,2.0,손익계산서,283600.0,100.0,-60.31,-191029.0,-67.36,-753.0,-181100.0,-63.86,-605.15
70101,5118109486,20220408.0,2017.0,2.0,손익계산서,714518.0,100.0,-30.5,29254.0,4.09,-41.85,35851.0,5.02,-38.24
70104,5528609487,20220221.0,2020.0,2.0,손익계산서,4093071.0,100.0,9999.99,730016.0,17.84,9999.99,643642.0,15.73,9999.99
70107,5528609487,20220221.0,2019.0,2.0,손익계산서,447568.0,100.0,9999.99,116753.0,26.09,9999.99,104801.0,23.42,9999.99
70112,2958109490,20220226.0,2020.0,2.0,손익계산서,1322549.0,100.0,-26.63,73252.0,5.54,-41.5,82879.0,6.27,-29.63
70115,2958109490,20220226.0,2019.0,2.0,손익계산서,1802524.0,100.0,-3.77,125219.0,6.95,-29.03,117782.0,6.53,-27.69
70118,2958109490,20220226.0,2018.0,2.0,손익계산서,1873077.0,100.0,-11.3,176442.0,9.42,-46.44,162892.0,8.7,-38.98
70121,2958109490,20220226.0,2017.0,2.0,손익계산서,2111716.0,100.0,9999.99,329435.0,15.6,9999.99,266955.0,12.64,9999.99
70124,1208709491,20220218.0,2019.0,2.0,손익계산서,3140400.0,100.0,6.09,143901.0,4.58,11.3,132317.0,4.21,29.57
70127,1208709491,20220218.0,2018.0,2.0,손익계산서,2960092.0,100.0,20.34,129291.0,4.37,-165.92,102117.0,3.45,-150.0
70130,1208709491,20220218.0,2017.0,2.0,손익계산서,2459774.0,100.0,58.44,-196131.0,-7.97,-35.45,-204254.0,-8.3,-30.75
70133,1208709492,20210914.0,2016.0,2.0,손익계산서,10910392.0,100.0,73.76,-2289498.0,-20.98,18.89,-2422742.0,-22.21,62.04
70134,1208709492,20210914.0,2017.0,2.0,손익계산서,11030824.0,100.0,1.1,-2884634.0,-26.15,25.99,-3591269.0,-32.56,48.23
70135,1208709492,20210914.0,2018.0,2.0,손익계산서,20826528.0,100.0,88.8,1843766.0,8.85,-163.92,575093.0,2.76,-116.01
70136,1208709492,20210914.0,2019.0,2.0,손익계산서,16094369.0,100.0,-22.72,-915373.0,-5.69,-149.65,-1564240.0,-9.72,-372.0
70137,1208709492,20210914.0,2020.0,2.0,손익계산서,8643717.0,100.0,-46.29,-1043339.0,-12.07,-13.98,-990981.0,-11.46,36.65
70149,1058709494,20220409.0,2020.0,2.0,손익계산서,1123357.0,100.0,9.59,209367.0,18.64,44.38,192433.0,17.13,53.39
70152,1058709494,20220409.0,2019.0,2.0,손익계산서,1025064.0,100.0,12.46,145012.0,14.15,13.53,125453.0,12.24,15.62
70155,1058709494,20220409.0,2018.0,2.0,손익계산서,911514.0,100.0,8.77,127727.0,14.01,17.18,108501.0,11.9,16.67
70158,1058709494,20220409.0,2017.0,2.0,손익계산서,838000.0,100.0,-6.58,109000.0,13.01,275.86,93000.0,11.1,615.38
70161,2158709495,20220308.0,2020.0,2.0,손익계산서,19387719.0,100.0,76.89,1892643.0,9.76,36.49,1828659.0,9.43,33.67
70164,2158709495,20220308.0,2019.0,2.0,손익계산서,10960529.0,100.0,20.82,1386644.0,12.65,287.18,1368086.0,12.48,305.55
70167,1058209496,20220305.0,2020.0,2.0,손익계산서,83919576.0,100.0,6.71,3984703.0,4.75,287.21,4121616.0,4.91,-40.45
70170,1058209496,20220305.0,2019.0,2.0,손익계산서,78641486.0,100.0,14.49,-2128422.0,-2.71,16.07,6921185.0,8.8,373.78
70173,1058209496,20220305.0,2018.0,2.0,손익계산서,68688595.0,100.0,-8.07,-2535804.0,-3.69,-391.58,-2528021.0,-3.68,6788.34
70176,1058209496,20220305.0,2017.0,2.0,손익계산서,74717822.0,100.0,2.66,869669.0,1.16,-29.1,-36700.0,-0.05,-81.18
70179,1058709497,20220218.0,2017.0,2.0,손익계산서,767000.0,100.0,9999.99,46000.0,6.0,9999.99,40000.0,5.22,9999.99
70182,1058709498,20220305.0,2020.0,2.0,손익계산서,38732944.0,100.0,9.66,513347.0,1.33,-4.79,351812.0,0.91,-14.94
70185,1058709498,20220305.0,2019.0,2.0,손익계산서,35319852.0,100.0,11.87,539149.0,1.53,139.25,413607.0,1.17,160.95
70188,1058709498,20220305.0,2018.0,2.0,손익계산서,31571260.0,100.0,236.09,225352.0,0.71,437.56,158501.0,0.5,316.88
70191,1058709498,20220305.0,2017.0,2.0,손익계산서,9393720.0,100.0,103.35,41921.0,0.45,-25.06,38021.0,0.4,-0.22
70195,1148609500,20220305.0,2019.0,2.0,손익계산서,1638729.0,100.0,31.68,79733.0,4.87,141.48,69861.0,4.26,135.17
70198,1148609500,20220305.0,2018.0,2.0,손익계산서,1244449.0,100.0,-49.67,-192222.0,-15.45,-266.38,-198637.0,-15.96,-511.41
70201,1148609500,20220305.0,2017.0,2.0,손익계산서,2472481.0,100.0,25.42,115533.0,4.67,-14.05,48282.0,1.95,-61.46
70210,1058609507,20220223.0,2020.0,2.0,손익계산서,25690471.0,100.0,39.15,129123.0,0.5,-61.54,445281.0,1.73,172.38
70213,1058609507,20220223.0,2019.0,2.0,손익계산서,18462128.0,100.0,-19.15,335690.0,1.82,-27.78,163476.0,0.89,-44.06
70216,1058609507,20220223.0,2018.0,2.0,손익계산서,22834412.0,100.0,19.3,464815.0,2.04,46.4,292255.0,1.28,7.36
70219,1058609507,20220223.0,2017.0,2.0,손익계산서,19140171.0,100.0,9999.99,317499.0,1.66,9999.99,272209.0,1.42,9999.99
70225,1298609511,20220308.0,2020.0,2.0,손익계산서,3736502.0,100.0,45.08,231134.0,6.19,14.87,249971.0,6.69,14.45
70228,1298609511,20220308.0,2019.0,2.0,손익계산서,2575434.0,100.0,35.05,201207.0,7.81,4014.66,218405.0,8.48,838.61
70231,1298609511,20220308.0,2018.0,2.0,손익계산서,1907011.0,100.0,20.27,4890.0,0.26,-97.54,23269.0,1.22,-93.01
70242,6038109517,20220323.0,2019.0,2.0,손익계산서,1398397.0,100.0,9999.99,55786.0,3.99,9999.99,50045.0,3.58,9999.99
70245,6100909518,20220306.0,2020.0,2.0,손익계산서,202904.0,100.0,76.02,7685.0,3.79,-8.93,9652.0,4.76,-4.46
70248,6100909518,20220306.0,2019.0,2.0,손익계산서,115273.0,100.0,-25.88,8439.0,7.32,39.33,10103.0,8.76,14.9
70251,6100909518,20220306.0,2018.0,2.0,손익계산서,155520.0,100.0,9999.99,6057.0,3.89,9999.99,8793.0,5.65,9999.99
70259,1298109520,20220304.0,2020.0,2.0,손익계산서,258826298.0,100.0,13.8,12973439.0,5.01,33.8,9197947.0,3.55,-19.44
70262,1298109520,20220304.0,2019.0,2.0,손익계산서,227431634.0,100.0,23.33,9696438.0,4.26,13.66,11418212.0,5.02,-28.0
70265,1298109520,20220304.0,2018.0,2.0,손익계산서,184409243.0,100.0,-33.13,8531084.0,4.63,-65.12,15858227.0,8.6,86.16
70268,1298109520,20220304.0,2017.0,2.0,손익계산서,275778799.0,100.0,13.7,24458749.0,8.87,43.08,8518502.0,3.09,-56.62
70275,1388109521,20220316.0,2020.0,2.0,손익계산서,13707520.0,100.0,-29.61,-390332.0,-2.85,92.55,-1023178.0,-7.46,91.8
70278,1388109521,20220316.0,2019.0,2.0,손익계산서,19472374.0,100.0,-23.79,-5241576.0,-26.92,124.88,-12475628.0,-64.07,189.22
70281,1388109521,20220316.0,2018.0,2.0,손익계산서,25550260.0,100.0,-22.46,-2330873.0,-9.12,-199.8,-4313560.0,-16.88,-943.43
70284,1388109521,20220316.0,2017.0,2.0,손익계산서,32949400.0,100.0,-1.74,2335626.0,7.09,58.65,511432.0,1.55,-18.9
70288,2098109523,20220220.0,2019.0,2.0,손익계산서,785474.0,100.0,10.4,7686.0,0.98,-38.71,7183.0,0.91,-40.9
70291,2098109523,20220220.0,2018.0,2.0,손익계산서,711492.0,100.0,-1.08,12540.0,1.76,129.46,12155.0,1.71,111.02
70294,2098109523,20220220.0,2017.0,2.0,손익계산서,719292.0,100.0,-12.61,5465.0,0.76,-158.46,5760.0,0.8,-163.49
70297,2108109524,20220218.0,2019.0,2.0,손익계산서,21216785.0,100.0,103.0,1033862.0,4.87,1240.62,835493.0,3.94,1093.34
70303,2108109524,20220218.0,2017.0,2.0,손익계산서,11702753.0,100.0,128.26,238724.0,2.04,24.37,159343.0,1.36,-10.32
70306,1068609525,20211217.0,2018.0,2.0,손익계산서,385776.0,100.0,9999.99,172104.0,44.61,9999.99,95748.0,24.82,9999.99
70309,1068609525,20211217.0,2019.0,2.0,손익계산서,1885839.0,100.0,388.84,792394.0,42.02,360.42,448610.0,23.79,368.53
70312,1068609525,20211217.0,2020.0,2.0,손익계산서,1906197.0,100.0,1.08,774226.0,40.62,-2.29,502826.0,26.38,12.09
70319,1208809527,20220308.0,2019.0,2.0,손익계산서,626374.0,100.0,9999.99,-171412.0,-27.37,9999.99,-116935.0,-18.67,9999.99
70322,1208809527,20220308.0,2017.0,2.0,손익계산서,1609440.0,100.0,-22.02,245602.0,15.26,-73.84,131435.0,8.17,-85.21
70325,2102709528,20220216.0,2020.0,2.0,손익계산서,2542189.0,100.0,6.56,75017.0,2.95,23.31,75030.0,2.95,18.43
70328,2102709528,20220216.0,2019.0,2.0,손익계산서,2385671.0,100.0,8.24,60838.0,2.55,-4.14,63356.0,2.66,-4.44
70331,2102709528,20220216.0,2018.0,2.0,손익계산서,2204109.0,100.0,11.0,63463.0,2.88,2.91,66298.0,3.01,7.5
70334,2102709528,20220216.0,2017.0,2.0,손익계산서,1985603.0,100.0,0.4,61670.0,3.11,3.6,61670.0,3.11,3.6
70339,4098509529,20220305.0,2018.0,2.0,손익계산서,306248181.0,100.0,-1.05,2731385.0,0.89,-52.49,-3147132.0,-1.03,-119.63
70342,4098509529,20220305.0,2017.0,2.0,손익계산서,309496170.0,100.0,-35.26,5749064.0,1.86,-15.69,16028184.0,5.18,-142.09
70345,5148809530,20220306.0,2020.0,2.0,손익계산서,173199.0,100.0,9999.99,36459.0,21.05,9999.99,38994.0,22.51,9999.99
70348,6128709531,20220307.0,2020.0,2.0,손익계산서,103847.0,100.0,9999.99,-143663.0,-138.34,-13.62,-72302.0,-69.62,43.27
70351,6128709531,20220307.0,2019.0,2.0,손익계산서,596.0,100.0,9999.99,-126443.0,9999.99,9999.99,-127457.0,9999.99,9999.99
70354,6588609532,20220306.0,2020.0,2.0,손익계산서,306040.0,100.0,9999.99,3696.0,1.21,9999.99,3256.0,1.06,9999.99
70358,7848609534,20220215.0,2020.0,2.0,손익계산서,885291.0,100.0,-37.93,163649.0,18.49,443.04,150839.0,17.04,458.42
70361,7848609534,20220215.0,2019.0,2.0,손익계산서,1426365.0,100.0,187.35,-47705.0,-3.34,6.43,-42085.0,-2.95,-19.09
70364,7848609534,20220215.0,2018.0,2.0,손익계산서,496388.0,100.0,26.05,-44822.0,-9.03,-232.96,-52016.0,-10.48,-280.92
70367,7848609534,20220215.0,2017.0,2.0,손익계산서,393816.0,100.0,9999.99,33711.0,8.56,9999.99,28751.0,7.3,9999.99
70371,1088209536,20220222.0,2020.0,2.0,손익계산서,5986145.0,100.0,-27.96,123167.0,2.06,12.24,78549.0,1.31,-18.31
70374,1088209536,20220222.0,2019.0,2.0,손익계산서,8309001.0,100.0,42.51,109735.0,1.32,93.63,96159.0,1.16,142.96
70377,1088209536,20220222.0,2018.0,2.0,손익계산서,5830628.0,100.0,35.71,56672.0,0.97,43.38,39578.0,0.68,107.08
70380,1088209536,20220222.0,2017.0,2.0,손익계산서,4296504.0,100.0,-12.12,39527.0,0.92,19.64,19112.0,0.44,-5.87
70385,1388109539,20220309.0,2020.0,2.0,손익계산서,1548149.0,100.0,29.83,194898.0,12.59,191.77,162326.0,10.49,357.24
70388,1388109539,20220309.0,2019.0,2.0,손익계산서,1192481.0,100.0,0.37,66799.0,5.6,22.19,35501.0,2.98,45.58
70391,1388109539,20220309.0,2018.0,2.0,손익계산서,1188029.0,100.0,1.59,54668.0,4.6,23.59,24386.0,2.05,-60.88
70394,1388109539,20220309.0,2017.0,2.0,손익계산서,1169389.0,100.0,13.96,44233.0,3.78,-33.01,62341.0,5.33,10.07
70397,2068109540,20220306.0,2018.0,2.0,손익계산서,4075000.0,100.0,23.0,906000.0,22.23,51.76,756000.0,18.55,31.94
70400,2068109540,20220306.0,2017.0,2.0,손익계산서,3313000.0,100.0,29.11,597000.0,18.02,79.82,573000.0,17.3,83.65
70403,2148709541,20220306.0,2020.0,2.0,손익계산서,15069922.0,100.0,-1.01,1307794.0,8.68,-7.99,861951.0,5.72,-28.73
70406,2148709541,20220306.0,2019.0,2.0,손익계산서,15224262.0,100.0,15.51,1421344.0,9.34,-13.1,1209482.0,7.94,12.91
70409,2148709541,20220306.0,2018.0,2.0,손익계산서,13179592.0,100.0,21.3,1635652.0,12.41,36.25,1071204.0,8.13,9.75
70412,2148709541,20220306.0,2017.0,2.0,손익계산서,10865286.0,100.0,20.72,1200521.0,11.05,142.96,976059.0,8.98,74.69
70415,2158109542,20211117.0,2016.0,2.0,손익계산서,89360389.0,100.0,2.18,-5938710.0,-6.65,19.02,-5993151.0,-6.71,-244.54
70418,2158109542,20211117.0,2017.0,2.0,손익계산서,80092427.0,100.0,-10.37,-7910265.0,-9.88,33.2,-27584470.0,-34.44,360.27
70421,2158109542,20211117.0,2018.0,2.0,손익계산서,66509764.0,100.0,-16.96,-18222211.0,-27.4,130.36,-9528697.0,-14.33,-65.46
70424,2158109542,20211117.0,2019.0,2.0,손익계산서,11607561.0,100.0,-82.55,-3699975.0,-31.88,79.7,-41644444.0,-358.77,-337.04
70427,2158109542,20211117.0,2020.0,2.0,손익계산서,7777162.0,100.0,-33.0,-3315129.0,-42.63,10.4,-47387286.0,-609.31,-13.79
70435,2158109543,20220307.0,2020.0,2.0,손익계산서,518036.0,100.0,11.96,13962.0,2.7,-74.78,12744.0,2.46,-76.33
70438,2158109543,20220307.0,2019.0,2.0,손익계산서,462686.0,100.0,2.63,55366.0,11.97,-54.83,53851.0,11.64,-52.82
70441,2158109543,20220307.0,2018.0,2.0,손익계산서,450845.0,100.0,63.77,122572.0,27.19,101.06,114145.0,25.32,105.99
70444,2158109543,20220307.0,2017.0,2.0,손익계산서,275293.0,100.0,9999.99,60963.0,22.14,9999.99,55413.0,20.13,9999.99
70447,2158709544,20220307.0,2020.0,2.0,손익계산서,467582.0,100.0,-12.19,7315.0,1.56,-77.77,15055.0,3.22,-54.89
70450,2158709544,20220307.0,2019.0,2.0,손익계산서,532495.0,100.0,-24.39,32912.0,6.18,-21.72,33377.0,6.27,-22.4
70453,2158709544,20220307.0,2018.0,2.0,손익계산서,704256.0,100.0,115.54,42044.0,5.97,97.17,43010.0,6.11,120.94
70456,2158709544,20220307.0,2017.0,2.0,손익계산서,326743.0,100.0,-32.63,21324.0,6.53,-2.35,19467.0,5.96,65.51
70459,2168709545,20220306.0,2020.0,2.0,손익계산서,1641204.0,100.0,30.17,178702.0,10.89,154.6,176785.0,10.77,199.17
70462,2168709545,20220306.0,2019.0,2.0,손익계산서,1260771.0,100.0,43.13,70188.0,5.57,81.52,59092.0,4.69,196.48
70465,2168709545,20220306.0,2018.0,2.0,손익계산서,880839.0,100.0,4.18,38666.0,4.39,-55.98,19931.0,2.26,-75.26
70468,2168709545,20220306.0,2017.0,2.0,손익계산서,845511.0,100.0,9999.99,87842.0,10.39,9999.99,80569.0,9.53,9999.99
70471,3398609546,20220307.0,2019.0,2.0,손익계산서,1078971.0,100.0,46.84,4466.0,0.41,-85.02,51409.0,4.76,15.05
70474,3398609546,20220307.0,2018.0,2.0,손익계산서,734815.0,100.0,9999.99,29817.0,4.06,9999.99,44685.0,6.08,9999.99
70477,4058109547,20220307.0,2020.0,2.0,손익계산서,486782.0,100.0,-1.31,18642.0,3.83,-36.29,38490.0,7.91,-22.27
70480,4058109547,20220307.0,2019.0,2.0,손익계산서,493227.0,100.0,80.74,29263.0,5.93,171.71,49519.0,10.04,343.65
70483,4058109547,20220307.0,2018.0,2.0,손익계산서,272897.0,100.0,-39.54,-40806.0,-14.95,-829.33,-20324.0,-7.45,-354.37
70486,4058109547,20220307.0,2017.0,2.0,손익계산서,451361.0,100.0,9999.99,5595.0,1.24,9999.99,7990.0,1.77,9999.99
70489,4088109548,20220305.0,2020.0,2.0,손익계산서,2554718.0,100.0,-15.73,88949.0,3.48,-15.13,80781.0,3.16,-17.35
70495,4088109548,20220305.0,2018.0,2.0,손익계산서,2335890.0,100.0,-9.1,102923.0,4.41,-8.7,94552.0,4.05,-10.74
70498,4088109548,20220305.0,2017.0,2.0,손익계산서,2569638.0,100.0,16.67,112731.0,4.39,15.14,105927.0,4.12,21.03
70501,5038709549,20220226.0,2018.0,2.0,손익계산서,1962781.0,100.0,81.9,87110.0,4.44,166.28,83073.0,4.23,189.88
70504,5038709549,20220226.0,2017.0,2.0,손익계산서,1079068.0,100.0,9999.99,32714.0,3.03,-3617.63,28658.0,2.66,-3181.51
70507,5138109550,20220307.0,2020.0,2.0,손익계산서,1071340.0,100.0,4.82,294158.0,27.46,6.14,287721.0,26.86,-2.08
70510,5138109550,20220307.0,2019.0,2.0,손익계산서,1022039.0,100.0,125.47,277150.0,27.12,9999.99,293819.0,28.75,2354.42
70513,5138109550,20220307.0,2018.0,2.0,손익계산서,453296.0,100.0,-19.04,1102.0,0.24,-98.62,11971.0,2.64,-85.27
70516,5138109550,20220307.0,2017.0,2.0,손익계산서,559891.0,100.0,-27.55,79895.0,14.27,45.73,81295.0,14.52,31.55
70519,5148109551,20220307.0,2020.0,2.0,손익계산서,1723230.0,100.0,24.53,289304.0,16.79,83.03,257865.0,14.96,100.98
70522,5148109551,20220307.0,2019.0,2.0,손익계산서,1383806.0,100.0,-11.39,158067.0,11.42,-15.17,128305.0,9.27,-15.14
70525,5148109551,20220307.0,2018.0,2.0,손익계산서,1561720.0,100.0,66.04,186323.0,11.93,2.54,151199.0,9.68,-1.77
70528,5148109551,20220307.0,2017.0,2.0,손익계산서,940593.0,100.0,31.08,181702.0,19.32,91.26,153922.0,16.36,84.83
70532,6151709553,20220308.0,2018.0,2.0,손익계산서,2622453.0,100.0,127.52,86582.0,3.3,-19.22,73002.0,2.78,-27.92
70535,6151709553,20220308.0,2017.0,2.0,손익계산서,1152617.0,100.0,88.85,107185.0,9.3,139.18,101277.0,8.79,144.16
70540,7648709556,20220215.0,2020.0,2.0,손익계산서,5348855.0,100.0,-16.52,163493.0,3.06,-9.15,134190.0,2.51,-13.21
70543,7648709556,20220215.0,2019.0,2.0,손익계산서,6406987.0,100.0,43.86,179960.0,2.81,30.28,154621.0,2.41,21.8
70546,7648709556,20220215.0,2018.0,2.0,손익계산서,4453587.0,100.0,1458.45,138128.0,3.1,401.17,126942.0,2.85,358.08
70549,7648709556,20220215.0,2017.0,2.0,손익계산서,285770.0,100.0,9999.99,27561.0,9.64,9999.99,27712.0,9.7,9999.99
70552,7818609557,20220215.0,2020.0,2.0,손익계산서,2745441.0,100.0,78.89,186880.0,6.81,68.98,159692.0,5.82,77.66
70555,7818609557,20220215.0,2019.0,2.0,손익계산서,1534714.0,100.0,11.71,110592.0,7.21,-3.42,89887.0,5.86,-11.94
70558,7818609557,20220215.0,2018.0,2.0,손익계산서,1373895.0,100.0,119.4,114509.0,8.33,234.32,102078.0,7.43,325.64
70561,7818609557,20220215.0,2017.0,2.0,손익계산서,626218.0,100.0,9999.99,34251.0,5.47,9999.99,23982.0,3.83,9999.99
70564,7868609558,20220215.0,2020.0,2.0,손익계산서,6262131.0,100.0,57.94,266082.0,4.25,220.58,312684.0,4.99,186.87
70567,7868609558,20220215.0,2019.0,2.0,손익계산서,3965000.0,100.0,12.04,83000.0,2.09,3.75,109000.0,2.75,22.47
70570,7868609558,20220215.0,2018.0,2.0,손익계산서,3539000.0,100.0,34.0,80000.0,2.26,-60.59,89000.0,2.51,-47.02
70573,7868609558,20220215.0,2017.0,2.0,손익계산서,2641000.0,100.0,9999.99,203000.0,7.69,9999.99,168000.0,6.36,9999.99
70576,7978809559,20220216.0,2020.0,2.0,손익계산서,643581.0,100.0,-20.18,217187.0,33.75,-17.94,38630.0,6.0,-2.52
70579,7978809559,20220216.0,2019.0,2.0,손익계산서,806264.0,100.0,-5.26,264681.0,32.83,-27.32,39627.0,4.91,-73.56
70582,7978809559,20220216.0,2018.0,2.0,손익계산서,851050.0,100.0,25.68,364195.0,42.79,13.98,149853.0,17.61,101.63
70585,7978809559,20220216.0,2017.0,2.0,손익계산서,677157.0,100.0,-26.6,319518.0,47.19,-24.65,74319.0,10.98,-65.21
70590,8678809562,20220308.0,2020.0,2.0,손익계산서,1491462.0,100.0,13.18,-2221317.0,-148.94,-63.47,-3731701.0,-250.2,-180.39
70593,8678809562,20220308.0,2019.0,2.0,손익계산서,1317800.0,100.0,372.34,-1358848.0,-103.11,-643.64,-1330918.0,-101.0,-580.05
70596,8678809562,20220308.0,2018.0,2.0,손익계산서,278995.0,100.0,-63.91,-182729.0,-65.5,-1122.2,-195710.0,-70.15,-6969.43
70599,8678809562,20220308.0,2017.0,2.0,손익계산서,772982.0,100.0,286.49,17876.0,2.31,-56.47,2849.0,0.37,-90.83
70602,1058709563,20220225.0,2020.0,2.0,손익계산서,10806474.0,100.0,29.38,545199.0,5.05,180.74,417279.0,3.86,125.32
70605,1058709563,20220225.0,2019.0,2.0,손익계산서,8352327.0,100.0,-15.81,194198.0,2.33,68.75,185196.0,2.22,57.22
70611,1058709563,20220225.0,2017.0,2.0,손익계산서,7570497.0,100.0,44.83,323432.0,4.27,26.12,295232.0,3.9,29.27
70617,1058509564,20220224.0,2019.0,2.0,손익계산서,1305874666.0,100.0,3.34,23368287.0,1.79,-16.68,3410749.0,0.26,-53.29
70620,1058509564,20220224.0,2018.0,2.0,손익계산서,1263684652.0,100.0,6.58,28045555.0,2.22,-8.89,7301941.0,0.58,-65.32
70623,1058509564,20220224.0,2017.0,2.0,손익계산서,1185685419.0,100.0,14.08,30783510.0,2.6,36.46,21055757.0,1.78,34.14
70626,1378609565,20220219.0,2018.0,2.0,손익계산서,4457000.0,100.0,9999.99,159000.0,3.57,9999.99,144000.0,3.23,9999.99
70629,1878609566,20220306.0,2020.0,2.0,손익계산서,201147.0,100.0,9999.99,1243.0,0.62,186.14,4531.0,2.25,414.0
70637,2118809567,20211019.0,2017.0,2.0,손익계산서,3707478.0,100.0,12.41,10252.0,0.28,-86.52,27240.0,0.73,-15.24
70640,2118809567,20211019.0,2018.0,2.0,손익계산서,4478785.0,100.0,20.8,-65098.0,-1.45,-734.98,8491.0,0.19,-68.83
