,사업자등록번호,데이터수집일자,조사년도,재무보고서구분코드,재무보고서명칭,매출액_재무제표계정과목금액,매출액_비율,매출액_증감율,영업이익_재무제표계정과목금액,영업이익_비율,영업이익_증감율,당기순이익_재무제표계정과목금액,당기순이익_비율,당기순이익_증감율
9065,5208701252,20220225.0,2020.0,2.0,손익계산서,913686.0,100.0,-12.85,53295.0,5.83,24.58,68870.0,7.54,62.48
9068,5208701252,20220225.0,2019.0,2.0,손익계산서,1048379.0,100.0,58.35,42779.0,4.08,65.34,42388.0,4.04,52.63
9071,5208701252,20220225.0,2018.0,2.0,손익계산서,662067.0,100.0,140.21,25873.0,3.91,104.64,27771.0,4.19,144.96
9074,5208701252,20220225.0,2017.0,2.0,손익계산서,275621.0,100.0,-11.97,12643.0,4.59,-38.77,11337.0,4.11,-42.25
9077,1208601253,20211005.0,2016.0,2.0,손익계산서,2651976.0,100.0,27.27,346742.0,13.07,50.22,350480.0,13.22,56.6
9078,1208601253,20211005.0,2017.0,2.0,손익계산서,2620905.0,100.0,-1.17,53362.0,2.04,-84.61,17039.0,0.65,-95.14
9079,1208601253,20211005.0,2018.0,2.0,손익계산서,2488487.0,100.0,-5.05,177428.0,7.13,232.5,164449.0,6.61,865.13
9080,1208601253,20211005.0,2019.0,2.0,손익계산서,2489573.0,100.0,9999.99,220002.0,8.84,9999.99,213217.0,8.56,9999.99
9081,1208601253,20211005.0,2020.0,2.0,손익계산서,2603432.0,100.0,4.57,104651.0,4.02,-52.43,136778.0,5.25,-35.85
9092,1358601254,20220308.0,2020.0,2.0,손익계산서,3499254.0,100.0,87.13,833895.0,23.83,1972.95,852673.0,24.37,1513.14
9095,1358601254,20220308.0,2019.0,2.0,손익계산서,1869978.0,100.0,-18.33,-44523.0,-2.38,-118.19,52858.0,2.83,-80.19
9101,1358601254,20220308.0,2017.0,2.0,손익계산서,1447481.0,100.0,32.54,54861.0,3.79,-41.96,57018.0,3.94,-77.41
9104,1148601255,20211117.0,2016.0,2.0,손익계산서,20120669.0,100.0,-11.37,677131.0,3.37,29.91,615085.0,3.06,-1.47
9107,1148601255,20211117.0,2017.0,2.0,손익계산서,24589977.0,100.0,22.21,327778.0,1.33,-51.59,1076338.0,4.38,74.99
9110,1148601255,20211117.0,2018.0,2.0,손익계산서,31043836.0,100.0,26.25,668397.0,2.15,103.92,477249.0,1.54,-55.66
9113,1148601255,20211117.0,2019.0,2.0,손익계산서,31543272.0,100.0,1.61,-2053728.0,-6.51,-407.26,-4649916.0,-14.74,-1074.32
9116,1148601255,20211117.0,2020.0,2.0,손익계산서,23354360.0,100.0,-25.96,698291.0,2.99,134.0,696718.0,2.98,114.98
9124,3018601256,20220307.0,2020.0,2.0,손익계산서,1046240.0,100.0,6.64,25685.0,2.45,181.9,30880.0,2.95,289.52
9127,3018601256,20220307.0,2018.0,2.0,손익계산서,1125920.0,100.0,66.04,4626.0,0.41,-119.17,6733.0,0.6,-131.42
9130,3128601257,20220307.0,2020.0,2.0,손익계산서,1383284.0,100.0,-22.09,15279.0,1.1,-71.61,50369.0,3.64,-20.99
9133,1248601258,20220308.0,2018.0,2.0,손익계산서,1874365.0,100.0,-10.11,-97894.0,-5.22,22.27,-80173.0,-4.28,-11.73
9136,1248601258,20220308.0,2017.0,2.0,손익계산서,2085247.0,100.0,-21.67,-80065.0,-3.84,-29.81,-90825.0,-4.36,-18.59
9143,1378101259,20220306.0,2020.0,2.0,손익계산서,118010834.0,100.0,-8.21,1403794.0,1.19,133.85,551833.0,0.47,-53.11
9146,1378101259,20220306.0,2019.0,2.0,손익계산서,128571352.0,100.0,10.32,600308.0,0.47,-61.31,1176863.0,0.92,39.45
9149,1378101259,20220306.0,2018.0,2.0,손익계산서,116541009.0,100.0,-1.32,1551770.0,1.33,-17.52,843931.0,0.72,-17.61
9152,1378101259,20220306.0,2017.0,2.0,손익계산서,118105067.0,100.0,5.84,1881324.0,1.59,-28.97,1024354.0,0.87,81.43
9155,3128101260,20220307.0,2020.0,2.0,손익계산서,638182.0,100.0,8.18,19344.0,3.03,29.18,4304.0,0.67,-54.47
9158,3128101260,20220307.0,2019.0,2.0,손익계산서,589922.0,100.0,-29.2,14974.0,2.54,-48.93,9453.0,1.6,-64.36
9161,3148601261,20220307.0,2020.0,2.0,손익계산서,383728.0,100.0,2224.22,-99077.0,-25.82,-9.87,-85055.0,-22.17,-12.02
9164,5178801262,20220308.0,2020.0,2.0,손익계산서,6326575.0,100.0,28.28,430499.0,6.8,-41.91,445981.0,7.05,-48.23
9167,5178801262,20220308.0,2019.0,2.0,손익계산서,4931732.0,100.0,9999.99,741056.0,15.03,9999.99,861385.0,17.47,9999.99
9170,5178801262,20220308.0,2018.0,2.0,손익계산서,1299811.0,100.0,9999.99,38312.0,2.95,9999.99,191090.0,14.7,9999.99
9173,5178801262,20220308.0,2017.0,2.0,손익계산서,610576.0,100.0,9999.99,-60784.0,-9.96,9999.99,113786.0,18.64,9999.99
9176,1238601263,20220305.0,2018.0,2.0,손익계산서,1919000.0,100.0,8.86,229000.0,11.93,0.06,176000.0,9.17,12.44
9179,1238601263,20220305.0,2017.0,2.0,손익계산서,1762755.0,100.0,155.84,228855.0,12.98,213.5,156526.0,8.88,769.59
9182,2038101264,20210914.0,2016.0,2.0,손익계산서,7541675.0,100.0,33.63,27873.0,0.37,-82.31,133211.0,1.77,-42.49
9185,2038101264,20210914.0,2017.0,2.0,손익계산서,7640308.0,100.0,1.31,90620.0,1.19,225.12,193082.0,2.53,44.94
9191,2038101264,20210914.0,2019.0,2.0,손익계산서,11513853.0,100.0,22.64,339485.0,2.95,-26.61,462601.0,4.02,9.77
9194,2038101264,20210914.0,2020.0,2.0,손익계산서,10863000.0,100.0,-5.65,55000.0,0.51,-83.8,174000.0,1.6,-62.39
9197,3038101265,20220307.0,2020.0,2.0,손익계산서,315068.0,100.0,59.32,35889.0,11.39,3418.53,43842.0,13.92,173.01
9200,3038101265,20220307.0,2019.0,2.0,손익계산서,197763.0,100.0,-19.98,1020.0,0.52,-80.19,16059.0,8.12,-59.43
9203,3038101265,20220307.0,2018.0,2.0,손익계산서,247134.0,100.0,9999.99,5149.0,2.08,9999.99,39581.0,16.02,9999.99
9206,3038101265,20220307.0,2017.0,2.0,손익계산서,307179.0,100.0,-2.17,9298.0,3.03,-90.1,45375.0,14.77,-51.34
9209,4598801266,20220306.0,2020.0,2.0,손익계산서,1121132.0,100.0,6.33,-1738275.0,-155.05,-78.55,-1859135.0,-165.83,-85.44
9212,4598801266,20220306.0,2019.0,2.0,손익계산서,1504374.0,100.0,87.38,-523530.0,-34.8,0.47,-512133.0,-34.04,-0.4
9215,4598801266,20220306.0,2018.0,2.0,손익계산서,802867.0,100.0,151.98,-525984.0,-65.51,-75.92,-510078.0,-63.53,-71.17
9218,4598801266,20220306.0,2017.0,2.0,손익계산서,318628.0,100.0,1068.29,-298994.0,-93.84,233.57,-297991.0,-93.52,696.87
9221,5028601267,20220228.0,2020.0,2.0,손익계산서,1759558.0,100.0,-26.75,194398.0,11.05,-53.65,164491.0,9.35,-57.82
9224,5028601267,20220228.0,2019.0,2.0,손익계산서,2402144.0,100.0,-14.25,419406.0,17.46,47.15,389963.0,16.23,49.62
9227,5028601267,20220228.0,2018.0,2.0,손익계산서,2801410.0,100.0,2.17,285021.0,10.17,59.73,260635.0,9.3,58.1
9230,5028601267,20220228.0,2017.0,2.0,손익계산서,2741981.0,100.0,76.42,178443.0,6.51,72.78,164852.0,6.01,108.95
9233,6158101268,20220307.0,2020.0,2.0,손익계산서,973681.0,100.0,-8.08,40024.0,4.11,-12.48,43079.0,4.42,-5.26
9236,6158101268,20220307.0,2019.0,2.0,손익계산서,1059223.0,100.0,38.77,45732.0,4.32,29.38,45469.0,4.29,34.61
9239,6158101268,20220307.0,2018.0,2.0,손익계산서,763279.0,100.0,-45.7,35346.0,4.63,-64.01,33778.0,4.43,-65.77
9242,6158101268,20220307.0,2017.0,2.0,손익계산서,1405647.0,100.0,22.44,98209.0,6.99,183.69,98673.0,7.02,175.93
9245,2248101269,20220307.0,2020.0,2.0,손익계산서,2948959.0,100.0,-24.8,332199.0,11.26,-54.16,363543.0,12.33,-52.19
9248,2248101269,20220307.0,2019.0,2.0,손익계산서,3921426.0,100.0,8.78,724643.0,18.48,396.43,760367.0,19.39,429.91
9251,1198101270,20210914.0,2016.0,2.0,손익계산서,7100495.0,100.0,108.27,376017.0,5.3,123.83,440518.0,6.2,209.7
9252,1198101270,20210914.0,2017.0,2.0,손익계산서,16541740.0,100.0,132.97,1382513.0,8.36,267.67,1511686.0,9.14,243.16
9253,1198101270,20210914.0,2018.0,2.0,손익계산서,11135140.0,100.0,-32.68,824988.0,7.41,-40.33,1005067.0,9.03,-33.51
9254,1198101270,20210914.0,2019.0,2.0,손익계산서,20883111.0,100.0,87.54,890290.0,4.26,7.92,1160127.0,5.56,15.43
9255,1198101270,20210914.0,2020.0,2.0,손익계산서,19170924.0,100.0,-8.2,-1226207.0,-6.4,-237.73,-924456.0,-4.82,-179.69
9266,2118701271,20220307.0,2019.0,2.0,손익계산서,-inf,-inf,-inf,-433819.0,9999.99,9999.99,-433813.0,9999.99,9999.99
9268,2118701271,20220307.0,2018.0,2.0,손익계산서,-inf,-inf,-inf,-208958.0,9999.99,9999.99,3291047.0,9999.99,9999.99
9270,1138601272,20220308.0,2020.0,2.0,손익계산서,381032.0,100.0,9999.99,35357.0,9.28,9999.99,13367.0,3.51,9999.99
9273,1138601272,20220308.0,2019.0,2.0,손익계산서,448650.0,100.0,9999.99,23551.0,5.25,9999.99,15476.0,3.45,9999.99
9278,2118701275,20210914.0,2016.0,2.0,손익계산서,3152000.0,100.0,-6.42,320000.0,10.15,109.52,306000.0,9.71,110.63
9279,2118701275,20210914.0,2017.0,2.0,손익계산서,4648989.0,100.0,47.49,51291.0,1.1,-83.97,180906.0,3.89,-40.88
9280,2118701275,20210914.0,2018.0,2.0,손익계산서,4631167.0,100.0,-0.38,204302.0,4.41,298.32,188959.0,4.08,4.45
9281,2118701275,20210914.0,2019.0,2.0,손익계산서,4014066.0,100.0,-13.32,-130954.0,-3.26,-164.1,103289.0,2.57,-45.34
9282,2118701275,20210914.0,2020.0,2.0,손익계산서,5407798.0,100.0,34.72,55382.0,1.02,142.29,622082.0,11.5,502.27
9293,6138101276,20220307.0,2020.0,2.0,손익계산서,1711883.0,100.0,138.3,87175.0,5.09,120.38,95490.0,5.58,100.73
9296,6138101276,20220307.0,2019.0,2.0,손익계산서,718370.0,100.0,25.33,39557.0,5.51,37.92,47571.0,6.62,47.52
9299,6138101276,20220307.0,2018.0,2.0,손익계산서,573172.0,100.0,10.46,28681.0,5.0,16.67,32248.0,5.63,44.87
9302,6138101276,20220307.0,2017.0,2.0,손익계산서,518878.0,100.0,9999.99,24584.0,4.74,9999.99,22260.0,4.29,9999.99
9305,6218101277,20220306.0,2020.0,2.0,손익계산서,1932690.0,100.0,-13.9,72299.0,3.74,-87.29,68723.0,3.56,-86.23
9308,6218101277,20220306.0,2019.0,2.0,손익계산서,2244764.0,100.0,126.05,568870.0,25.34,251.46,498939.0,22.23,213.16
9311,6218101277,20220306.0,2018.0,2.0,손익계산서,993030.0,100.0,3.89,161857.0,16.3,73.65,159323.0,16.04,78.56
9314,6218101277,20220306.0,2017.0,2.0,손익계산서,955826.0,100.0,6.42,93210.0,9.75,23.61,89226.0,9.33,21.99
9317,6808101278,20220221.0,2020.0,2.0,손익계산서,582290.0,100.0,9999.99,89576.0,15.38,6012.61,74688.0,12.83,5029.9
9320,6808101278,20220221.0,2019.0,2.0,손익계산서,-inf,-inf,-inf,-1515.0,9999.99,9999.99,-1515.0,9999.99,9999.99
9322,1348601279,20220308.0,2020.0,2.0,손익계산서,409241.0,100.0,-75.34,-3814253.0,-932.03,-260.03,-5488504.0,-1341.14,-455.13
9325,5048101280,20220408.0,2020.0,2.0,손익계산서,260854.0,100.0,-40.0,-116685.0,-44.73,-273.15,-81441.0,-31.22,-195.4
9328,5048101280,20220408.0,2019.0,2.0,손익계산서,434759.0,100.0,54.99,67390.0,15.5,157.81,85370.0,19.64,190.57
9331,5048101280,20220408.0,2018.0,2.0,손익계산서,280508.0,100.0,-63.14,-116563.0,-41.55,-297.09,-94254.0,-33.6,-248.08
9334,5048101280,20220408.0,2017.0,2.0,손익계산서,761016.0,100.0,9999.99,59142.0,7.77,9999.99,63652.0,8.36,9999.99
9337,6138101281,20220307.0,2020.0,2.0,손익계산서,652016.0,100.0,-42.76,-143993.0,-22.08,-203.8,-129582.0,-19.87,-193.84
9340,6138101281,20220307.0,2019.0,2.0,손익계산서,1139054.0,100.0,6.22,138722.0,12.18,112.43,138091.0,12.12,108.19
9343,6138101281,20220307.0,2018.0,2.0,손익계산서,1072362.0,100.0,23.87,65301.0,6.09,-17.32,66330.0,6.19,-15.89
9346,6138101281,20220307.0,2017.0,2.0,손익계산서,865709.0,100.0,23.43,78982.0,9.12,168.05,78864.0,9.11,136.19
9349,8808601282,20220308.0,2019.0,2.0,손익계산서,4870302.0,100.0,35.47,245162.0,5.03,-8.27,264931.0,5.44,-6.71
9352,8808601282,20220308.0,2018.0,2.0,손익계산서,3595017.0,100.0,72.14,267267.0,7.43,6.95,283981.0,7.9,14.96
9355,8808601282,20220308.0,2017.0,2.0,손익계산서,2088401.0,100.0,3823.57,249890.0,11.97,4740.02,247017.0,11.83,5274.61
9361,4728601283,20220302.0,2020.0,2.0,손익계산서,4452985.0,100.0,-83.52,-2535908.0,-56.95,-1873.21,-1643964.0,-36.92,-493.34
9364,4728601283,20220302.0,2019.0,2.0,손익계산서,27025386.0,100.0,0.43,143012.0,0.53,-93.57,417946.0,1.55,-81.22
9367,4728601283,20220302.0,2018.0,2.0,손익계산서,26910604.0,100.0,17.73,2223629.0,8.26,174.71,2225485.0,8.27,137.65
9370,4728601283,20220302.0,2017.0,2.0,손익계산서,22857884.0,100.0,-62.22,809449.0,3.54,-90.55,936459.0,4.1,-87.36
9374,6728601285,20220307.0,2020.0,2.0,손익계산서,468634.0,100.0,7.43,-750.0,-0.16,-102.28,-3644.0,-0.78,-110.67
9377,6728601285,20220307.0,2019.0,2.0,손익계산서,436217.0,100.0,-0.81,32871.0,7.54,889.79,34156.0,7.83,608.48
9380,6728601285,20220307.0,2018.0,2.0,손익계산서,439776.0,100.0,9999.99,-4162.0,-0.95,9999.99,4821.0,1.1,9999.99
9383,6728601285,20220307.0,2017.0,2.0,손익계산서,-inf,-inf,-inf,-16065.0,9999.99,9999.99,-16065.0,9999.99,9999.99
9385,1098101286,20220308.0,2019.0,2.0,손익계산서,1648480.0,100.0,-23.2,-79164.0,-4.8,-193.49,-63519.0,-3.85,-174.48
9391,1098101286,20220308.0,2020.0,2.0,손익계산서,2000904.0,100.0,21.38,67260.0,3.36,184.96,73775.0,3.69,216.15
9394,1108101287,20220308.0,2020.0,2.0,손익계산서,2940808.0,100.0,58.23,311538.0,10.59,322.64,311889.0,10.61,211.39
9397,1108101287,20220308.0,2019.0,2.0,손익계산서,1858616.0,100.0,-20.83,73712.0,3.97,-47.96,100160.0,5.39,-22.12
9400,3128101288,20220307.0,2020.0,2.0,손익계산서,1021492.0,100.0,-33.95,21582.0,2.11,-43.79,4909.0,0.48,-77.46
9406,1358101289,20220308.0,2019.0,2.0,손익계산서,3963395.0,100.0,-9.1,352221.0,8.89,32.43,304603.0,7.69,24.01
9409,1358101289,20220308.0,2018.0,2.0,손익계산서,4359946.0,100.0,23.18,265961.0,6.1,21.78,245618.0,5.63,59.3
9412,1358101289,20220308.0,2020.0,2.0,손익계산서,4054836.0,100.0,2.31,243949.0,6.02,-30.74,192193.0,4.74,-36.9
9415,1358101289,20220308.0,2017.0,2.0,손익계산서,3539635.0,100.0,-2.2,218402.0,6.17,70.74,154189.0,4.36,23.39
9418,2118601290,20211117.0,2016.0,2.0,손익계산서,5267275.0,100.0,23.92,303450.0,5.76,7843.72,273795.0,5.2,738.24
9421,2118601290,20211117.0,2017.0,2.0,손익계산서,5923692.0,100.0,12.46,386234.0,6.52,27.28,372304.0,6.28,35.98
9424,2118601290,20211117.0,2018.0,2.0,손익계산서,5580119.0,100.0,-5.8,444958.0,7.97,15.2,454569.0,8.15,22.1
9427,2118601290,20211117.0,2019.0,2.0,손익계산서,7298584.0,100.0,30.8,499772.0,6.85,12.32,495864.0,6.79,9.08
9430,2118601290,20211117.0,2020.0,2.0,손익계산서,5768803.0,100.0,-20.96,253344.0,4.39,-49.31,250005.0,4.33,-49.58
9433,2208801291,20220308.0,2020.0,2.0,손익계산서,2168640.0,100.0,14.95,139381.0,6.43,9.79,134321.0,6.19,17.68
9442,2208801291,20220308.0,2017.0,2.0,손익계산서,801557.0,100.0,-32.31,26306.0,3.28,-12.13,145763.0,18.18,392.68
9447,6020101294,20220306.0,2020.0,2.0,손익계산서,1269931.0,100.0,-39.25,28001.0,2.2,-75.12,17011.0,1.34,-57.3
9450,6020101294,20220306.0,2019.0,2.0,손익계산서,2090356.0,100.0,-25.86,112549.0,5.38,-70.36,39836.0,1.91,-91.14
9453,6020101294,20220306.0,2018.0,2.0,손익계산서,2819626.0,100.0,-2.04,379677.0,13.47,-9.36,449538.0,15.94,26.22
9459,5288801295,20220221.0,2018.0,2.0,손익계산서,1077217.0,100.0,-11.14,55656.0,5.17,-23.23,62670.0,5.82,-20.87
9462,5288801295,20220221.0,2017.0,2.0,손익계산서,1212299.0,100.0,199.23,72498.0,5.98,79.49,79194.0,6.53,112.14
9471,1058601297,20220304.0,2020.0,2.0,손익계산서,192714179.0,100.0,17.56,-3301761.0,-1.71,32.72,-3808306.0,-1.98,26.08
9474,1058601297,20220304.0,2019.0,2.0,손익계산서,163932654.0,100.0,-13.91,-4907852.0,-2.99,-13.62,-5151993.0,-3.14,-31.36
9477,1058601297,20220304.0,2018.0,2.0,손익계산서,190426521.0,100.0,-15.73,-4319574.0,-2.27,-415.94,-3922020.0,-2.06,-429.75
9480,1058601297,20220304.0,2017.0,2.0,손익계산서,225968536.0,100.0,-1.95,1367225.0,0.61,-68.15,1189378.0,0.53,-58.94
9484,1178101299,20220308.0,2020.0,2.0,손익계산서,5288590.0,100.0,-10.35,229950.0,4.35,-11.85,236525.0,4.47,-10.7
9487,1178101299,20220308.0,2018.0,2.0,손익계산서,8217785.0,100.0,5.58,230211.0,2.8,-25.18,255053.0,3.1,-8.53
9491,1358601301,20220308.0,2020.0,2.0,손익계산서,398841.0,100.0,246.77,10806.0,2.71,1826.2,12820.0,3.21,258.2
9494,3148101302,20220307.0,2017.0,2.0,손익계산서,2510807.0,100.0,9.67,94400.0,3.76,-11.21,110661.0,4.41,33.75
9497,3148101302,20220307.0,2018.0,2.0,손익계산서,961141.0,100.0,-61.72,-272546.0,-28.36,-388.71,-230993.0,-24.03,-308.74
9500,1058701303,20220225.0,2020.0,2.0,손익계산서,6055628.0,100.0,91.23,784914.0,12.96,48.29,718372.0,11.86,12.56
9503,1058701303,20220225.0,2019.0,2.0,손익계산서,3166618.0,100.0,-28.21,529308.0,16.72,-56.89,638221.0,20.15,-39.17
9506,1058701303,20220225.0,2018.0,2.0,손익계산서,4410781.0,100.0,66.74,1227672.0,27.83,66.45,1049260.0,23.79,61.19
9509,1058701303,20220225.0,2017.0,2.0,손익계산서,2645289.0,100.0,36.27,737581.0,27.88,86.3,650943.0,24.61,68.68
9513,1578801305,20220218.0,2018.0,2.0,손익계산서,423000.0,100.0,94.04,-557000.0,-131.68,264.05,-562000.0,-132.86,282.31
9516,1578801305,20220218.0,2017.0,2.0,손익계산서,218000.0,100.0,9999.99,-153000.0,-70.18,9999.99,-147000.0,-67.43,9999.99
9519,1068601306,20220308.0,2020.0,2.0,손익계산서,2727792.0,100.0,43.88,278476.0,10.21,286.53,269411.0,9.88,265.2
9522,1068601306,20220308.0,2019.0,2.0,손익계산서,1895934.0,100.0,11.57,72045.0,3.8,18.58,73771.0,3.89,22.73
9525,1068601306,20220308.0,2018.0,2.0,손익계산서,1699344.0,100.0,-9.49,60759.0,3.58,-13.42,60109.0,3.54,11.38
9528,1428101307,20220308.0,2020.0,2.0,손익계산서,1453314.0,100.0,137.68,67708.0,4.66,45.14,70175.0,4.83,47.95
9534,2118101308,20220218.0,2020.0,2.0,손익계산서,4518882.0,100.0,2.24,40922.0,0.91,-17.5,49353.0,1.09,-12.62
9537,2118101308,20220218.0,2019.0,2.0,손익계산서,4419931.0,100.0,26.12,49604.0,1.12,-45.05,56484.0,1.28,-28.95
9540,2118101308,20220218.0,2018.0,2.0,손익계산서,3504509.0,100.0,10.45,90266.0,2.58,40.6,79496.0,2.27,32.91
9543,2118101308,20220218.0,2017.0,2.0,손익계산서,3172881.0,100.0,-4.53,64200.0,2.02,-34.79,59813.0,1.89,-36.95
9546,1208601309,20220308.0,2020.0,2.0,손익계산서,18492326.0,100.0,-2.27,1490423.0,8.06,-38.05,814032.0,4.4,-57.29
9549,1208601309,20220308.0,2019.0,2.0,손익계산서,18922218.0,100.0,44.15,2405903.0,12.71,370.92,1905922.0,10.07,323.86
9552,2228101310,20220307.0,2019.0,2.0,손익계산서,1386369.0,100.0,-15.93,95561.0,6.89,104.62,111155.0,8.02,176.52
9555,2228101310,20220307.0,2018.0,2.0,손익계산서,1649021.0,100.0,-21.83,46702.0,2.83,-50.54,40198.0,2.44,-56.93
9558,2228101310,20220307.0,2020.0,2.0,손익계산서,1434755.0,100.0,3.49,7296.0,0.51,-92.37,199.0,0.01,-99.82
9561,2228101310,20220307.0,2017.0,2.0,손익계산서,2109476.0,100.0,126.48,94428.0,4.48,-5.92,93332.0,4.42,378.77
9564,1208101311,20210915.0,2016.0,2.0,손익계산서,27084240.0,100.0,412.52,692140.0,2.56,-213.79,775045.0,2.86,-150.26
9565,1208101311,20210915.0,2017.0,2.0,손익계산서,42642235.0,100.0,57.44,1136654.0,2.67,64.22,3917667.0,9.19,405.48
9566,1208101311,20210915.0,2018.0,2.0,손익계산서,30640117.0,100.0,-28.15,1103124.0,3.6,-2.95,845772.0,2.76,-78.41
9567,1208101311,20210915.0,2019.0,2.0,손익계산서,31712423.0,100.0,3.5,1121438.0,3.54,1.66,823316.0,2.6,-2.66
9568,1208101311,20210915.0,2020.0,2.0,손익계산서,27156073.0,100.0,-14.37,717431.0,2.64,-36.03,427113.0,1.57,-48.12
9579,1100601312,20220222.0,2018.0,2.0,손익계산서,1738808.0,100.0,22.69,64168.0,3.69,7.71,58864.0,3.39,10.74
9582,1100601312,20220222.0,2017.0,2.0,손익계산서,1417187.0,100.0,-5.19,59574.0,4.2,-10.83,53155.0,3.75,-5.75
9585,1228601313,20220228.0,2018.0,2.0,손익계산서,214000.0,100.0,-43.32,-20000.0,-9.35,-192.44,4000.0,1.87,42.81
9588,1228601313,20220228.0,2017.0,2.0,손익계산서,377580.0,100.0,117.05,21635.0,5.73,-120.82,2801.0,0.74,-103.99
9594,2048601316,20220228.0,2020.0,2.0,손익계산서,6301199.0,100.0,-3.07,245016.0,3.89,-31.01,201654.0,3.2,-37.85
9597,2048601316,20220228.0,2019.0,2.0,손익계산서,6500866.0,100.0,31.23,355143.0,5.46,25.46,324441.0,4.99,5.66
9600,2048601316,20220228.0,2018.0,2.0,손익계산서,4953711.0,100.0,64.66,283081.0,5.71,90.16,307074.0,6.2,117.39
9603,2048601316,20220228.0,2017.0,2.0,손익계산서,3008536.0,100.0,9999.99,148868.0,4.95,9999.99,141254.0,4.7,9999.99
9606,2218601317,20220307.0,2020.0,2.0,손익계산서,-inf,-inf,-inf,-93478.0,9999.99,9999.99,-42605.0,9999.99,9999.99
9609,5068101318,20220227.0,2020.0,2.0,손익계산서,1086389.0,100.0,-39.73,82912.0,7.63,124.84,36151.0,3.33,111.14
9612,5068101318,20220227.0,2019.0,2.0,손익계산서,1802437.0,100.0,-62.71,-333825.0,-18.52,-21.35,-324431.0,-18.0,-29.1
9615,5068101318,20220227.0,2018.0,2.0,손익계산서,4833382.0,100.0,24.67,-424454.0,-8.78,-4950.9,-457560.0,-9.47,-1041.21
9618,5068101318,20220227.0,2017.0,2.0,손익계산서,3877057.0,100.0,10.22,8750.0,0.23,-28.68,48614.0,1.25,-33.95
9621,1448101319,20220308.0,2020.0,2.0,손익계산서,3070669.0,100.0,46.41,261726.0,8.52,386.82,230719.0,7.51,76.84
9624,1448101319,20220308.0,2019.0,2.0,손익계산서,2097378.0,100.0,52.6,53762.0,2.56,59.24,130468.0,6.22,529.09
9627,6161101320,20220306.0,2020.0,2.0,손익계산서,233934.0,100.0,-10.91,17385.0,7.43,-26.07,20586.0,8.8,-25.27
9630,6161101320,20220306.0,2019.0,2.0,손익계산서,262580.0,100.0,9999.99,23515.0,8.96,9999.99,27549.0,10.49,9999.99
9636,1108601321,20220308.0,2019.0,2.0,손익계산서,423034.0,100.0,14.57,66911.0,15.82,362.73,62898.0,14.87,471.85
9639,1108601321,20220308.0,2018.0,2.0,손익계산서,369237.0,100.0,33.18,14460.0,3.92,-56.82,10999.0,2.98,-61.45
9642,1108601321,20220308.0,2020.0,2.0,손익계산서,248401.0,100.0,-41.28,35576.0,14.32,-46.83,29618.0,11.92,-52.91
9645,1108601321,20220308.0,2017.0,2.0,손익계산서,277244.0,100.0,-26.0,33490.0,12.08,-45.37,28534.0,10.29,-50.13
9648,1198601322,20220308.0,2020.0,2.0,손익계산서,5340485.0,100.0,75.19,689414.0,12.91,261.47,625991.0,11.72,210.15
9651,1198601322,20220308.0,2018.0,2.0,손익계산서,4043109.0,100.0,16.02,232467.0,5.75,-12.72,226285.0,5.6,-21.12
9657,1328101323,20220307.0,2020.0,2.0,손익계산서,48701003.0,100.0,-4.17,3017665.0,6.2,413.73,2635375.0,5.41,372.2
9660,1328101323,20220307.0,2019.0,2.0,손익계산서,50819031.0,100.0,35.56,-961854.0,-1.89,-196.17,-968178.0,-1.91,-220.84
9663,1328101323,20220307.0,2018.0,2.0,손익계산서,37488298.0,100.0,44.08,1000145.0,2.67,20.09,801235.0,2.14,3.48
9666,1328101323,20220307.0,2017.0,2.0,손익계산서,26019658.0,100.0,35.32,832803.0,3.2,0.3,774262.0,2.98,3.93
9670,8088601325,20220216.0,2020.0,2.0,손익계산서,12784115.0,100.0,52.97,-786951.0,-6.16,-394.64,-708137.0,-5.54,-246.39
9673,8088601325,20220216.0,2019.0,2.0,손익계산서,8357455.0,100.0,31.72,267090.0,3.2,187.21,483725.0,5.79,333.3
9676,8088601325,20220216.0,2018.0,2.0,손익계산서,6344683.0,100.0,-9.18,-306268.0,-4.83,-123.29,-207337.0,-3.27,-119.81
9679,8088601325,20220216.0,2017.0,2.0,손익계산서,6985943.0,100.0,5938.45,1315136.0,18.83,9999.99,1046769.0,14.98,9455.17
9682,6028101326,20220227.0,2020.0,2.0,손익계산서,3476895.0,100.0,1.29,1771602.0,50.95,9.71,1733852.0,49.87,12.81
9685,6028101326,20220227.0,2019.0,2.0,손익계산서,3432647.0,100.0,23.79,1614738.0,47.04,40.65,1536950.0,44.77,44.88
9688,6028101326,20220227.0,2018.0,2.0,손익계산서,2772864.0,100.0,14.04,1148016.0,41.4,-1.46,1060810.0,38.26,-5.1
9691,6028101326,20220227.0,2017.0,2.0,손익계산서,2431509.0,100.0,9999.99,1165046.0,47.91,9999.99,1117837.0,45.97,9999.99
9698,1148101327,20220307.0,2020.0,2.0,손익계산서,42215823.0,100.0,12.45,10276964.0,24.34,34.78,6461900.0,15.31,-18.29
9701,1148101327,20220307.0,2019.0,2.0,손익계산서,37541897.0,100.0,37.51,7625109.0,20.31,76.7,7907947.0,21.06,142.52
9704,1148101327,20220307.0,2018.0,2.0,손익계산서,27301974.0,100.0,-0.88,4315390.0,15.81,-11.32,3260754.0,11.94,23.88
